,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
4,Samba OG Shoes,100,6,Love.,"Love them. I sized up from a 5 to 5.5, and they're perfect.",SophieH91 ," September 13, 2023 ",True,True
5,Samba OG Shoes,100,6,Timeless design and of great quality!,"Sambas are sleek and can go with any of your casual outfits!
If you’re a daily beater that is fashionable and can of great quality then don’t look too far.
About comfort though one must realise this isn’t a cushioned shoe, it was designed originally for indoor football so the cushion is minimal.
It is a flat shoe which I love as I don’t prefer to wear cushioned shoes apart from for running.

If you have wide feet like me, then go 1/2 size bigger for a wider fit as the shoes runs narrow.

I’m so stoked for buying this!",Bharath ," September 13, 2023",False,False
6,Samba OG Shoes,100,6,"Good quality, comfortable and stylish","Good quality, comfortable &amp; stylish.

Good quality, comfortable &amp; stylish.",ADEE ," September 13, 2023",False,False
7,Samba OG Shoes,100,6,Seems cheaply made for 100 go with everything,They crease super easily but I get a lot of compliments on them,Csarge ," September 14, 2023",False,False
8,Samba OG Shoes,100,6,A need.,Perfect for any outfit and any type of weather during the year.,Liz2 ," September 13, 2023 ",True,True
9,Samba OG Shoes,100,6,Best,"I like the shoe itself, the look, style, and the comfort is there",Jbhd ," September 13, 2023",False,False
10,Samba OG Shoes,100,6,bomb,stylish and displays the original adidas styles love,anna555 ," September 13, 2023",False,False
11,Samba OG Shoes,100,6,loveeee the shoess,finally got to cop one hope to get one in white too,eya25 ," September 13, 2023",False,False
12,Samba OG Shoes,100,6,Would purchase another,This shoe is a Good quality. This shoe is Comfortable,Les65 ," September 14, 2023 ",False,True
13,Samba OG Shoes,100,6,Run large for women but amazing with the right siz,I first ordered my standard women’s adidas size and had to return and reorder half a size smaller. Once I got the sizing right they are wonderful!!!,SN76 ," September 14, 2023 ",True,True
20,Samba OG Shoes,100,6,i love it,i was looking for a comfortable sneackers and fashionable. I really know why these sambas are very popular and trendy. I love it! the shoe size is good. I usually use 8.5W but i bought 9W and it fits well. Just a little bit bigger but im ok with that.,adrianaflorixnx ," September 13, 2023 ",True,True
33,Samba OG Shoes,100,6,Overall good shoe,"the material is great, got a lot of compliments at school",iris ," September 13, 2023",False,False
53,Samba OG Shoes,100,6,best purchase for fall!,"very good quality, goes with everything, comfortable &amp; stylish !",Alison ," September 12, 2023 ",True,True
54,Samba OG Shoes,100,6,Love these Runners!!!!,"These runners are fab very comfortable, no break in time.  A little on the small side so was glad to have sized up a half size.",Dens2007 ," September 12, 2023 ",True,True
57,Samba OG Shoes,100,6,Best purchase ever in adidas,Great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Bellissima ," September 12, 2023",False,False
58,Samba OG Shoes,100,6,A classic,I have wide feet and the sambas are comfortable to wear,btsvt ," September 12, 2023",False,False
59,Samba OG Shoes,100,6,LOVE,These trainers are so lightweight and comfy plus go with everything,Rose ," September 12, 2023 ",True,True
60,Samba OG Shoes,100,6,effortlessly stylish and very comfortable,"Had to jump on this trend. The sambas are effortlessly stylish and very comfortable, they match every outfit and will be great value per wear I feel. Need them in Black now.",sarahn86 ," September 12, 2023 ",True,True
61,Samba OG Shoes,100,6,These shoes are the best! They go with everything!,These shoes are a great fashion statement. They have become my everyday shoes,lesley1 ," September 12, 2023",False,False
62,Samba OG Shoes,100,6,Nice but wrong size,I ordered the wrong size need to order bigger size,None ," September 12, 2023 ",True,True
63,Samba OG Shoes,100,6,"Excellent shoe, great price",I bought these for my 14 year old and they love them.,Billy ," September 11, 2023 ",True,True
64,Samba OG Shoes,100,6,Stylish trainers,Very comfortable and stylish at the same time. How’s with everything in my wardrobe,R3n7o ," September 11, 2023 ",True,True
65,Samba OG Shoes,100,6,Best ever,Definitely I will recommend this too my friends… I am just enjoy them,Tucha ," September 11, 2023 ",True,True
66,Samba OG Shoes,100,6,Simply the Best,Although they are indoor soccer shoes they are also perfect casual shoes that will go with just about any fit. Very comfortable. I love them!!!,Boogie82 ," September 11, 2023 ",True,True
67,Samba OG Shoes,100,6,An awesome take on a classic sneaker.,"Suede sambas in green? How could I not buy them? I have two eyes and a heart! An awesome, fresh take on a classic sneaker. One of the all time greats just got better.",Jordy40 ," September 12, 2023 ",False,True
68,Samba OG Shoes,100,6,DRIP CHECK,"The perfect shoe and goes with everything, plus they make u look drip",kealainboots ," September 12, 2023 ",True,True
69,Samba OG Shoes,100,6,best spontaneous purchase ever,"If you're looking for a something easy to wear and can blend with any outfit, this pair is definitely for you too :)",Chisiya ," September 12, 2023",False,False
72,Samba OG Shoes,100,6,super versatile shoe good for any outfit,lots of colours to choose from which helps with plenty of style,jass ," September 11, 2023",False,False
73,Samba OG Shoes,100,6,Comfy shoes!,Great design. Good for any styles you want to wear,Weneklek ," September 11, 2023",False,False
74,Samba OG Shoes,100,6,So comfy and chic!,My favorite pair of shoes! They go well with every outfit.,Nerner ," September 11, 2023",False,False
75,Samba OG Shoes,100,6,"nice with a slight ""squeek"" when walking.","Nice shoe.
only negative is that they occasionally squeek when you walk.",RStan23 ," September 11, 2023 ",True,True
76,Samba OG Shoes,100,6,"Little tight at first, needed to be broken in.",Once broken in they are great. Only wish that more colors and options were available.,G-Man23 ," September 11, 2023",False,False
77,Samba OG Shoes,100,6,So comfortable,"Love this shoe, it is so comfortable. Size down 1/2 size if you’re in between sizing.",Patty ," September 12, 2023 ",False,True
84,Samba OG Shoes,100,6,Great looking trainers,Purchased theses for my wife. She loves them. Great look and fit,S.w71 ," September 11, 2023",False,False
91,Samba OG Shoes,100,6,Classic shoe with a modern color add,I love the classic style and fit of these shoes. This green color is epic,LuvthesepantZ ," September 11, 2023",False,False
99,Samba OG Shoes,100,6,Daughter loves them,She’s very happy with the shoes and her friends envy her,Love ," September 11, 2023",False,False
100,Samba OG Shoes,100,6,Highly recommended!,Fits well! Quality materials and well made. Highly recommended!,RT1317 ," September 11, 2023 ",False,True
101,Samba OG Shoes,100,6,Favorite Sambas,"Good fit, comfy, and stylish. I’ve had many pair over the years, but the green stripes are one of my faves.",mtshank ," September 11, 2023 ",True,True
102,Samba OG Shoes,100,6,Perfect!,"Finally got my hands on a pair of these in white, and love them! They are so comfortable, and go with so many items in my closet.",Mimi ," September 11, 2023 ",True,True
103,Samba OG Shoes,100,6,"Great shoes for Pickleball, clay court tennis",I use the Samba’s to play Pickleball and my friends are noticing that my movements on the court are quicker due to the grip that the soles give on the court,Pancho ," September 11, 2023 ",True,True
104,Samba OG Shoes,100,6,Classic.,Love these shoes. So classic and go with so much! Super wash to style,Edith56 ," September 11, 2023 ",True,True
105,Samba OG Shoes,100,6,The width is little narrow but at all very good,All good. Best service in exchanging the product. Fitting good,Kshitij ," September 11, 2023",False,False
106,Samba OG Shoes,100,6,"Comfy, Stylish and My Go-To","I’ve owned sambas since the days they were made with kangaroo leather. While kangaroo leather isn’t used, I’m happy with the current iteration of the Samba OG. The shoes are well built, comfy and I like the use of leather on the tongue which minimizes squeaking. I’m also happy that I can get these in a perfect US 13.5.",TimTom ," September 11, 2023",False,False
134,Samba OG Shoes,100,6,A stylish and practical show.,I love my samba’s. They dress up any outfit and are super comfy. They’re also a really resilient shoe; I’ve worn them a lot and they still look good as new.,Lifefromlit ," September 10, 2023 ",True,True
135,Samba OG Shoes,100,6,Looks neat.,Looks neat especially this colorway. A little narrow but still comfortable to wear.,Kapecoffee ," September 10, 2023",False,False
136,Samba OG Shoes,100,6,Great,Best purchase ever! Great fit! Very comfortable shoes!,WackyWakin ," September 10, 2023",False,False
143,Samba OG Shoes,100,6,I will get another pair in a different color.,"Great quality, great look, very comfortable. I have received many compliments on the shoes from complete strangers.",esol54 ," September 10, 2023 ",False,True
144,Samba OG Shoes,100,6,Best shoe I’ve ever bought.,Unbelievably comfortable and light to wear. I am obsessed with these shoes.,MattieJ ," September 10, 2023 ",True,True
145,Samba OG Shoes,100,6,Love the look,The shoe looks and fits great and they are very comfortable.,Amac ," September 10, 2023 ",True,True
257,Samba OG Shoes,100,6,A timeless classic,"Absolutely love the shoes. I used to wear them in my teenage years. I am much older now, but the shoes stay as comfortable and cool as ever. I was happy wearing them then, and I am still happy wearing them now. It just proves the timelessness of the Sambas.",Zugzwang ," September 5, 2023",False,False
258,Samba OG Shoes,100,6,Loving the new addition to my shoe collection.,They are so chic and classic. One of my recent favorites.,gm777 ," September 5, 2023 ",True,True
259,Samba OG Shoes,100,6,Size up a half,Followed previous reviews amd ordered half a size from my normal size. Fitted perfect. Love them they go with so much.,donn ," September 5, 2023 ",True,True
260,Samba OG Shoes,100,6,Lovely but sizing is small so returned,I ordered a 5.5 as that is my normal size but they were too small so had to return. Definitely size up,Bron ," September 5, 2023 ",True,True
261,Samba OG Shoes,100,6,Love these trainers,Delighted with this purchase. True to size and so comfy.,Lorraine ," September 5, 2023 ",True,True
262,Samba OG Shoes,100,6,Amazing,Amazing and very cool. I love it! Wanna buy it in white now,marina ," September 5, 2023 ",True,True
263,Samba OG Shoes,100,6,So happy with my purchase,"Fabulous shoe goes with everything and very comfy , fast delievery , 10/10 overall",Zara ," September 5, 2023 ",True,True
264,Samba OG Shoes,100,6,Super cimfy,Super comfy but definitely size up a half size. Grand width.,Packie ," September 5, 2023 ",True,True
265,Samba OG Shoes,100,6,"Samba , probably Adidas's no 1 trainer ever.",If trainers could 'dance ' then 'Adidas Samba' would be the best dance trainer in the world,Chelski13 ," September 5, 2023",False,False
266,Samba OG Shoes,100,6,Lovely trendy pair of trainers,I'd recommended going up half a size for these trainers. They look really lovely with jeans &amp; trousers,DeeDee ," September 5, 2023",False,False
